URL,目录,质量等级,重复率,暗示评分,段落总数,重复段落数,发布日期
https://www.dongao.com/cjks/cf/202506094565632.html,www.dongao.com/cjks/cf,优,0.00%,0,6,0,来源：东奥会计在线责编：张丽娜2025-06-09  16:37:46
https://www.dongao.com/cjks/bm/202506104563287.html,www.dongao.com/cjks/bm,优,0.00%,3,2,0,来源：东奥会计在线责编：刘雪晶2025-06-10  09:47:30
https://www.dongao.com/cjks/cf/202506094565597.html,www.dongao.com/cjks/cf,优,0.00%,0,4,0,来源：东奥会计在线责编：张梦2025-06-09  16:00:09
https://www.dongao.com/cjks/cf/202506094565386.html,www.dongao.com/cjks/cf,优,0.00%,3,5,0,来源：东奥会计在线责编：张梦2025-06-09  14:42:23
https://www.dongao.com/cjks/cf/202506094565519.html,www.dongao.com/cjks/cf,优,0.00%,3,4,0,来源：东奥会计在线责编：张梦2025-06-09  15:05:01
https://www.dongao.com/cjks/bm/202506094563286.html,www.dongao.com/cjks/bm,优,0.00%,3,3,0,来源：东奥会计在线责编：刘雪晶2025-06-09  10:03:41
https://www.dongao.com/cjks/bm/202506094565651.html,www.dongao.com/cjks/bm,优,0.00%,3,6,0,来源：东奥会计在线责编：张丽娜2025-06-09  17:23:55
https://www.dongao.com/cjks/cf/202506094565512.html,www.dongao.com/cjks/cf,优,0.00%,3,7,0,来源：东奥会计在线责编：张丽娜2025-06-09  15:48:55
https://www.dongao.com/cjks/bm/202506094563322.html,www.dongao.com/cjks/bm,优,0.00%,0,3,0,来源：东奥会计在线责编：刘雪晶2025-06-09  10:12:59
https://www.dongao.com/cjks/bm/202506094562326.html,www.dongao.com/cjks/bm,优,0.00%,3,3,0,来源：东奥会计在线责编：刘雪晶2025-06-09  10:13:30
https://www.dongao.com/gaoji/chengjichaxun/202506114566435.html,www.dongao.com/gaoji/chengjichaxun,优,0.00%,3,9,0,来源：东奥会计在线责编：韩艺2025-06-11  15:18:33
https://www.dongao.com/cjks/bm/202506094562325.html,www.dongao.com/cjks/bm,优,0.00%,3,6,0,来源：东奥会计在线责编：刘雪晶2025-06-09  10:13:17
https://www.dongao.com/gaoji/baoming/202506114566490.html,www.dongao.com/gaoji/baoming,优,0.00%,3,4,0,来源：东奥会计在线责编：韩艺2025-06-11  16:27:31
